label,CPI,Math_Intensity,Stall_Ratio,System_BW_Proxy,Branch_MPKI,GFLOPS_Approx,Clock_Ratio
HighFreq,245.99010661354,4.836595949102e-08,0.010497091049629,0.0035020959571552,1.6268936769908,9.203069245019e-08,0.66661847754541
HighFreq,1131.7709793376,0.0,0.037487248208713,0.0031822058731212,0.63230775731455,0.0,0.66666069581705
HighFreq,1137.8490241982,0.0,0.037927534406819,0.0032023045155569,0.82385195547255,0.0,0.66666967071168
HighFreq,1124.3718287392,0.0,0.037411957313727,0.0031967606028666,0.64767033579908,0.0,0.66666944074189
HighFreq,1131.5047964779,0.0,0.037495209557348,0.0031837091877723,0.8177700527175,0.0,0.66665291585986
HighFreq,1120.3329185383,0.0,0.037524256543478,0.0032176762849698,0.64086572145197,0.0,0.66670098439697
HighFreq,1134.2507576903,0.0,0.037923837754454,0.0032121268265181,0.6699736850065,0.0,0.66665924975434
HighFreq,1137.3198693334,0.0,0.037707692587672,0.0031851975749789,0.63695426668365,0.0,0.66666744777224
HighFreq,1143.2185272471,0.0,0.038193830450186,0.003209857706373,0.66921139763047,0.0,0.66667132095535
HighFreq,1131.6494516505,0.0,0.03738101992407,0.0031734953821895,0.65186293978114,0.0,0.66667295859873
HighFreq,1126.2794909146,0.0,0.037350953596636,0.0031860617617788,0.64424087700856,0.0,0.66667410477958
HighFreq,1126.9549696301,0.0,0.037634004646396,0.0032081965850987,0.64466490949145,0.0,0.66667148779127
HighFreq,1136.4764268817,0.0,0.038121909490016,0.0032225094137082,0.69254701212185,0.0,0.66666893648115
HighFreq,1131.5469133549,0.0,0.037719879240865,0.003202619524879,0.63366862450155,0.0,0.66667269785474
HighFreq,1121.6510398282,0.0,0.037707232728861,0.0032295715486955,0.65213619475539,0.0,0.66666998592075
HighFreq,1127.1392581416,0.0,0.037566333976071,0.0032020652946218,0.65225591877159,0.0,0.66666909370545
HighFreq,1126.8957596722,0.0,0.037584279877564,0.0032042938994759,0.64163151718055,0.0,0.66667017867458
HighFreq,1138.9255008148,0.0,0.037525987999581,0.0031656428729738,0.65150339343667,0.0,0.66667156209931
HighFreq,1143.6305306563,0.0,0.038160651707805,0.0032056567389991,0.66945836395966,0.0,0.66668227686742
HighFreq,1139.4729362001,0.0,0.037245866170744,0.0031403850364715,0.63661654261001,0.0,0.66667240803268
HighFreq,1118.2251489542,0.0,0.037483076776268,0.0032204546287167,0.65009035659544,0.0,0.66667114274689
HighFreq,1115.3487193749,0.0,0.037678128987546,0.0032455909350181,0.64246898451233,0.0,0.66667117919103
HighFreq,1116.2125618964,0.0,0.037379686227933,0.0032174128042698,0.63849832338377,0.0,0.66668361116122
HighFreq,1118.6179700703,0.0,0.037368164346538,0.0032093614556803,0.63988115214405,0.0,0.66666253374697
HighFreq,1129.6128960346,0.0,0.037727408291083,0.0032084805115466,0.66125013932947,0.0,0.66666918597801
HighFreq,1105.5023917027,0.0,0.037502192701216,0.0032591645361927,0.61764155268306,0.0,0.66669249635752
HighFreq,1140.5671851759,0.0,0.037817515961346,0.0031852361704136,0.66309164960777,0.0,0.66666023402571
HighFreq,1130.4388012728,0.0,0.037473038133236,0.0031847575427706,0.6526618201879,0.0,0.66667071275241
HighFreq,1149.9211524602,0.0,0.037459558090682,0.0031296322952997,0.65627060429029,0.0,0.6666897607441
HighFreq,1134.7218530522,0.0,0.037537333079151,0.003177887868659,0.64907359495992,0.0,0.66664932129723
HighFreq,1127.0350848718,0.0,0.037612617689712,0.0032061565732775,0.66274430242781,0.0,0.66667067260852
HighFreq,1130.8705405678,0.0,0.037135106525748,0.0031547526852879,0.63331890773599,0.0,0.66666923480391
HighFreq,1112.2423495039,0.0,0.037520577810076,0.003241004451399,0.64662523914752,0.0,0.66668138231052
HighFreq,1157.3120531588,0.0,0.037679334466013,0.0031278985426174,0.66664506242853,0.0,0.66666050523047
HighFreq,1136.4117722827,0.0,0.037640209363152,0.0031821104399331,0.64706185426409,0.0,0.66668003449463
HighFreq,1136.452310098,0.0,0.037727358130345,0.0031895044562507,0.65002757692751,0.0,0.66667964304981
HighFreq,1131.5022217394,0.0,0.038115844283604,0.0032363547623544,0.66689902515054,0.0,0.6666552660117
HighFreq,1120.0929890434,0.0,0.037559442731857,0.0032215015662234,0.62579157406744,0.0,0.66666767679547
HighFreq,1133.3819879672,0.0,0.03784092574933,0.0032076776829949,0.66042911268251,0.0,0.66667497933933
HighFreq,1116.4369771167,0.0,0.037625268698754,0.0032378179900573,0.64309064600837,0.0,0.66666858496286
HighFreq,1109.6301061173,0.0,0.037374825406595,0.0032360110865046,0.63327099263748,0.0,0.66667256903704
HighFreq,1105.951768318,0.0,0.03748698573371,0.0032564383747869,0.63264818567118,0.0,0.66668996805625
HighFreq,1146.5542550866,0.0,0.03779258640959,0.0031667028753443,0.67112760138384,0.0,0.66664868374114
HighFreq,1132.8934620637,0.0,0.037501208546843,0.0031802784980893,0.63297640916562,0.0,0.66667375459884
HighFreq,1128.773233395,0.0,0.037726704896073,0.0032109683694044,0.65622130913141,0.0,0.66668106225408
HighFreq,1135.3400997016,0.0,0.037808199270025,0.0031992635718309,0.65397966304909,0.0,0.66666126651417
HighFreq,1121.6647133693,0.0,0.037317551408662,0.0031961549789902,0.6401311371451,0.0,0.66666891005429
HighFreq,1134.5875016264,0.0,0.037595577489251,0.0031835526551992,0.6490343156092,0.0,0.66668370486605
HighFreq,1132.9779854213,0.0,0.037838123654493,0.0032083142672361,0.66472787702534,0.0,0.66665937585549
HighFreq,1122.9761141108,0.0,0.037351649042738,0.0031954950674775,0.62739390454628,0.0,0.66667479923266
HighFreq,1118.7102894495,0.0,0.037438691122594,0.0032150670692829,0.65038127856606,0.0,0.66667074663182
HighFreq,1122.8156341189,0.0,0.037472058402991,0.0032060611452691,0.64679276131101,0.0,0.66666761163134
HighFreq,1131.1269201128,0.0,0.037627800140865,0.0031960235955091,0.64550476813861,0.0,0.66668342789718
HighFreq,1118.0850365339,0.0,0.037538744116634,0.0032255124276189,0.63958541745248,0.0,0.6666738974283
HighFreq,1133.8484457682,0.0,0.03776118049046,0.0031994066559582,0.66523540261861,0.0,0.6666692034379
HighFreq,1132.7396568573,0.0,0.037489219206201,0.003179541805232,0.63287602124893,0.0,0.66666912406334
HighFreq,1129.2184707066,0.0,0.037949278504493,0.0032287321419205,0.67150875671509,0.0,0.66669325647473
HighFreq,1133.3172575753,0.0,0.037479541982195,0.0031768747026516,0.65284311666095,0.0,0.66665963417664
HighFreq,1112.262371517,0.0,0.037236527359038,0.0032164009773305,0.63472196063834,0.0,0.66666830398055
HighFreq,1123.050482436,0.0,0.037513646431262,0.0032092713011103,0.64244927421203,0.0,0.66667086770684
HighFreq,1139.2574318792,0.0,0.037872999138663,0.0031938541838052,0.66689048260692,0.0,0.66665848221325
HighFreq,1134.0515297274,0.0,0.037141988758965,0.0031467206094146,0.63357461588594,0.0,0.66667218805294
HighFreq,1130.4095881387,0.0,0.037886473229696,0.0032200551071791,0.65872478719572,0.0,0.66667008217275
HighFreq,1133.2261210403,0.0,0.03764453094307,0.0031914722197525,0.65276913127308,0.0,0.66667025678179
HighFreq,1115.6114676115,0.0,0.037190082644628,0.0032028183357081,0.63515579910632,0.0,0.66666926668091
HighFreq,1129.8223287236,0.0,0.037676067478534,0.0032036738047695,0.64634034263571,0.0,0.66666477102424
HighFreq,1131.4706286142,0.0,0.037899097669268,0.0032179180545197,0.6638112724206,0.0,0.66666949815081
HighFreq,1114.8841158841,0.0,0.037281171209743,0.0032125637704592,0.62288901574616,0.0,0.66667212306542
HighFreq,1138.0681586763,0.0,0.037875373495585,0.0031974332611203,0.66163158956989,0.0,0.66667987680508
HighFreq,1135.4600014231,0.0,0.037542145399547,0.0031766900324381,0.65403906975054,0.0,0.66666160496628
HighFreq,1117.6838379186,0.0,0.037318894040811,0.003207863775568,0.64088519659526,0.0,0.66666918017428
HighFreq,1123.0475769038,0.0,0.037408914885397,0.0032003428540194,0.64242522260259,0.0,0.66667191356958
HighFreq,1117.0778979166,0.0,0.037722330875113,0.0032443496744401,0.6568824448539,0.0,0.6666708879916
HighFreq,1122.7504663299,0.0,0.037375258614753,0.003198196340727,0.62726241126258,0.0,0.66668106030575
HighFreq,1128.2452956221,0.0,0.037412366481119,0.0031856432927114,0.65743944636678,0.0,0.66663954458317
HighFreq,1128.9031221352,0.0,0.037820571681461,0.0032186777688121,0.65028803846333,0.0,0.66667377028867
HighFreq,1115.9795540582,0.0,0.037411311635437,0.0032205785522478,0.63540153805862,0.0,0.66666799178387
HighFreq,1131.0935264168,0.0,0.037669063619801,0.0031996523432063,0.65001266846036,0.0,0.66667241140529
HighFreq,1123.8685624794,0.0,0.037857806552169,0.0032362518534178,0.66241045469532,0.0,0.66667899040568
HighFreq,1136.4217601726,0.0,0.037553904945466,0.0031750603528522,0.63640413480858,0.0,0.66668380687698
HighFreq,1123.3975062613,0.0,0.037663722752819,0.003221136811834,0.65459142709919,0.0,0.66666757573987
HighFreq,1135.4527453195,0.0,0.037845227749634,0.0032021614769689,0.65404402079618,0.0,0.66668193896657
HighFreq,1129.9048237499,0.0,0.037618499478693,0.0031986026193415,0.6418407873247,0.0,0.66666284473235
HighFreq,1140.6240891732,0.0,0.037663477347009,0.0031723773162778,0.65246453649923,0.0,0.66667165624808
HighFreq,1139.1510240165,0.0,0.037849800786525,0.0031921537631377,0.666829703238,0.0,0.66669087012693
HighFreq,1150.8027152113,0.0,0.037563951864617,0.0031357918621548,0.64297135631662,0.0,0.6666803567378
HighFreq,1114.376519115,0.0,0.037568702851531,0.0032390058009873,0.64783872976061,0.0,0.66665938480529
HighFreq,1126.559454478,0.0,0.03757636572026,0.003204704914816,0.64893024150119,0.0,0.66667330380073
HighFreq,1131.6823951048,0.0,0.037426529950127,0.0031772795004718,0.64736639579891,0.0,0.66668147511468
HighFreq,1141.4745924457,0.0,0.037555419928192,0.0031609922877841,0.65446121860679,0.0,0.66667022706785
HighFreq,1120.501471722,0.0,0.037722401850336,0.0032343902920959,0.65592483908177,0.0,0.66667056658975
HighFreq,1118.3926378172,0.0,0.037210578589303,0.0031963029719116,0.62484900725063,0.0,0.66665927427162
HighFreq,1143.4391427909,0.0,0.037646212204374,0.0031631651968423,0.66321489992316,0.0,0.66667216495353
HighFreq,1134.0942242897,0.0,0.037683061828168,0.0031923083442089,0.65481843533176,0.0,0.66666703885369
HighFreq,1124.081341183,0.0,0.0370517474468,0.0031669353282709,0.64148488763523,0.0,0.66668651968874
HighFreq,1116.8234899039,0.0,0.037371723179701,0.0032146961548421,0.63887105973668,0.0,0.66666839391209
HighFreq,1129.8042389338,0.0,0.037487251411948,0.0031877020524444,0.66285125467197,0.0,0.66667005707373
HighFreq,1127.4538412044,0.0,0.037565658721974,0.0032010523906861,0.62990279352117,0.0,0.66668050380306
HighFreq,1131.0830320881,0.0,0.03776160076974,0.0032072664694478,0.6590446717671,0.0,0.66667221160413
HighFreq,1138.7120794557,0.0,0.037510951576192,0.0031646435417232,0.65595575942823,0.0,0.66665526971254
HighFreq,1129.857617221,0.0,0.037473672157723,0.003186541558867,0.6433183778132,0.0,0.66667153762036
HighFreq,1127.3856866049,0.0,0.037576081907651,0.003202300445892,0.64488295148947,0.0,0.66668513644431
