label,CPI,Compute_Density,Mem_Boundness,Stall_Ratio,Branch_MPKI,Vector_Intensity,Clock_Ratio
HighFreq,2107.7232795787,0.0,0.034599537960845,0.81919827520099,0.96398680209323,0.0,0.66664515117744
HighFreq,2142.9409959365,0.0,0.035377291093953,0.81648997892211,0.98873527613147,0.0,0.6666912911377
HighFreq,2095.5686842664,0.0,0.034664863475316,0.81951984272462,0.98076471705916,0.0,0.66664786023532
HighFreq,2134.0586211411,0.0,0.03476459338858,0.81809132096407,0.95619706766233,0.0,0.66667033092243
HighFreq,2092.9383425155,0.0,0.035057018939331,0.8173058470202,0.96566583496603,0.0,0.66665738027394
HighFreq,2202.823123737,0.0,0.034852436674656,0.81839199529452,1.0250716669016,0.0,0.66668822995649
HighFreq,2124.1985083336,0.0,0.034325889164599,0.81878305160797,0.98009223064459,0.0,0.66667815844728
HighFreq,2146.8344674188,0.0,0.03424298722973,0.81619432886402,0.99047597236973,0.0,0.66666914566507
HighFreq,2140.7108676539,0.0,0.035198844498236,0.81931448679599,0.99622064146333,0.0,0.66664658098831
HighFreq,2116.8946011941,0.0,0.03454388911629,0.81763184017682,0.94849609733377,0.0,0.66666800670108
HighFreq,2178.8390551145,0.0,0.034597964620538,0.81748659123794,1.0342493412471,0.0,0.66668811265858
HighFreq,2208.1365167514,0.0,0.035584516539365,0.81847947913233,1.0276372587703,0.0,0.66667206258779
HighFreq,2181.5168941031,0.0,0.034916903993786,0.81957037998259,0.97451993984158,0.0,0.66664832378519
HighFreq,2150.7426664793,0.0,0.034389903271228,0.81638168409589,0.99223703567752,0.0,0.66669140931398
HighFreq,2199.6633864042,0.0,0.035338839872348,0.8189703489196,1.0324760653276,0.0,0.66666911521081
HighFreq,2099.7642921541,0.0,0.034511723234235,0.81842368230903,0.93797073531306,0.0,0.66665550268956
HighFreq,2185.318491514,0.0,0.035203058702849,0.8172480114279,1.0082995290717,0.0,0.66664563894404
HighFreq,2079.7591041076,0.0,0.034339215539452,0.81814337025342,0.96788775829985,0.0,0.66667283036496
HighFreq,2103.4720770752,0.0,0.034650174597164,0.81972232512863,0.96484216135863,0.0,0.66666533000799
HighFreq,2171.8222326481,0.0,0.035007848384275,0.81608258563989,1.0049407171859,0.0,0.66666844108954
HighFreq,2128.5325485944,0.0,0.034277215132386,0.81942290298547,0.99062173577365,0.0,0.66664774503446
HighFreq,2104.0178656095,0.0,0.033960930201241,0.81808934552322,0.93985226083565,0.0,0.66669037444447
HighFreq,2211.3256791864,0.0,0.035630560363766,0.81688907340827,1.043881351384,0.0,0.66666804670068
HighFreq,2172.5085325122,0.0,0.035016468284431,0.81767179550014,1.0109817530829,0.0,0.66664863323587
HighFreq,2141.2050227841,0.0,0.034864266054522,0.81920452348705,0.95647605669191,0.0,0.66667799866515
HighFreq,2127.563268479,0.0,0.034847169500854,0.81631322408786,0.98161040847476,0.0,0.66667117024201
HighFreq,2160.6784794371,0.0,0.034594130493659,0.81903963029169,1.0084072351779,0.0,0.66667827028164
HighFreq,2104.7072499888,0.0,0.033886793300103,0.81774298225972,0.94020836139925,0.0,0.66664841326073
HighFreq,2175.5966056949,0.0,0.035228245260303,0.81746494965381,1.0298959950101,0.0,0.66666287664053
HighFreq,2145.2698215644,0.0,0.035014903001768,0.81824758634769,0.99830088617082,0.0,0.66666979449574
HighFreq,2097.954317689,0.0,0.034337273553892,0.81894680053921,0.9624396726586,0.0,0.66667017133311
HighFreq,2152.0319371472,0.0,0.034023248406729,0.81640190629893,0.99283494549451,0.0,0.66666637273173
HighFreq,2178.6772246966,0.0,0.034718893179118,0.8188960567244,1.0401141220188,0.0,0.66669466322927
HighFreq,2195.1108567816,0.0,0.034410591296661,0.81817224459053,0.98056720690553,0.0,0.66665453962175
HighFreq,2162.9600396863,0.0,0.034823589131256,0.8172558325835,1.0008104545756,0.0,0.66667258897603
HighFreq,2137.0120478495,0.0,0.034909698119874,0.81830052731885,0.99448899223216,0.0,0.66664626712113
HighFreq,2143.6958583704,0.0,0.0350071752417,0.81928988904799,0.97766241488334,0.0,0.66666396200205
HighFreq,2141.1217420351,0.0,0.034785885792432,0.81616311804839,0.98784606731628,0.0,0.66666166424913
